activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XM-DAC-46008-cfa012056,1,2,"""El Proyecto Implementación del Instituto Técnico Superior Especializado – ITSE, Fase II constituye la segunda fase de implementación del plan integral para la puesta en marcha del primer instituto nacional de educación técnica de tercer nivel en Panamá. Esta segunda fase del Proyecto incluirá inversiones dirigidas a la consolidación del modelo académico, institucional y de gobernanza del ITSE, así como a infraestructura complementaria y equipamiento para lograr la implementación completa del Instituto.  El Proyecto se ejecutará a través de seis (6) componentes:  i)\tFortalecimiento Académico, institucional y gobernanza: se refiere a todas las actividades requeridas para la consolidación académica del ITSE, lo que incluye, entre otros: la actualización y ampliación de la oferta académica en todas las modalidades formativas y la implementación de todo lo previsto en las políticas curriculares y de docencia< las actividades previstas en las políticas de innovación e investigación a diseñar< y las estrategias de vinculación con el entorno, incluida la vinculación con otras instituciones del sistema educativo y con empresarios y sector productivo. En lo referente al fortalecimiento institucional y de la gobernanza, este comprende la consolidación de la estructura de gobernanza del Instituto, así como de todos los componentes de su modelo de gestión. Esto incluye, entre otros: el desarrollo normativo y la implementación de todos los estamentos para la gestión y participación política e institucional< el desarrollo de políticas, procesos y procedimientos en los ámbitos académico (incluidas todas las relativas a los docentes y los estudiantes), administrativo y financiero< y la definición de indicadores institucionales con las correspondientes estrategias para su monitoreo y evaluación.  ii)\tMobiliario y equipamiento tecnológico: comprende la definición, adquisición e instalación del mobiliario, equipamientos materiales educativos y/o softwares que hacen parte de los ambientes de aprendizaje necesarios para dotar los laboratorios, talleres, aulas y oficinas de todas las escuelas del Instituto, de acuerdo con las necesidades de actualización y ampliación de la oferta académica a realizar.  iii)\tInfraestructura complementaria: comprende: estudios, diseños y construcción de nuevas edificaciones en el ITSE y de adecuaciones menores a las edificaciones existentes, para ampliar los servicios de bienestar estudiantil y docente y la articulación con empresas.  iv)\tGerencia de Proyecto: apoyo administrativo y técnico a la unidad ejecutora para la ejecución de cada uno de los componentes.  v)\tOtros: Corresponden a recursos para la auditoría externa y la evaluación de impacto.  vi)\tImprevistos.""",,1
XM-DAC-46008-cfa012596,2,1,"El Programa tiene por objetivo el desarrollo sostenible del Municipio, garantizando la calidad de vida de la población a través de la seguridad hídrica, el saneamiento universal, la accesibilidad urbana y la conservación de la biodiversidad, con enfoque en la resiliencia y la mitigación climática.",,1
XM-DAC-46008-cfa012596,1,2,"El Programa se estructura parcialmente a partir de los planes maestros del Municipio los cuales, por medio de acciones sectoriales, promueven el fortalecimiento de la infraestructura para hacer frente a los impactos derivados del cambio climático< entre estas acciones se destacan: (i) un sistema de abastecimiento de agua potable que consta de captación, una planta de tratamiento y aproximadamente 29 km de tubería (sistema aductor), para el transporte de agua bruta< (ii) planta de tratamiento de aguas residuales< (iii) revitalización de aproximadamente 25 km de vías< (iv) revitalización de 2 parques municipales< (v) desarrollo del espacio físico de la Unidad de Parques y Jardines sobre un área aproximada de 150.000 m²< y (vi) estudios y proyectos del Programa. Se estima que por medio de la implementación de este Programa, se beneficiará de manera directa alrededor de 337.000 habitantes del Municipio.   El Programa se estructura con los siguientes tres componentes: (i) Desarrollo urbano y socioambiental, que incluye todas las obras del Programa de Saneamiento Integrado, Mejoras de accesibilidad e Implantación y revitalización de Unidades de Conservación< (ii) Gestión del Programa, incluye el gerenciamiento del Programa, planes y estudios< y auditoría externa< y (iii) Gastos financieros, incluye los gastos de evaluación y la comisión de financiamiento del préstamo CAF.   ",,1
XM-DAC-46008-cfa010675,2,1,"El Programa tiene como objetivo mejorar las condiciones de la infraestructura vial en zonas de producción agropecuaria, turística y económica del territorio nacional.",,1
XM-DAC-46008-cfa010675,1,2,El alcance del Programa incluye la rehabiliatación de dos (2) proyectos viales (Carretera de Volcán y Camino Vial de San Lorenzo).,,1
XM-DAC-46008-cfa012325,1,1,"El Programa de Infraestructura Logística (PIL) se enmarca en el Plan Nacional de Desarrollo “Toda una Vida” 2017 – 2021, los planes estratégicos sectoriales y en particular en la Hoja de Ruta Logística (HdRLog) del Ecuador, con la identificación y programación consensuada entre sector público y privado en las actuaciones prioritarias susceptibles a ser implantadas en un horizonte de corto y mediano plazo.",,1
XM-DAC-46008-cfa012325,2,2,"El objetivo del Programa es fomentar el desarrollo de las infraestructuras logísticas especializadas para la modernización del transporte multimodal y reforzar el carácter estructurante de los Corredores Logísticos (CLs) Quito-Guayaquil< Quito – Cuenca< Quito – Manta y Quito – Tulcán, para diversificar su base exportadora y dar una mayor eficiencia a los servicios logísticos de transporte vial, marítimo y de integración fronteriza, con el fin de fortalecer la conectividad y la integración física hacia los centros de producción y hacer más segura la transitabilidad de los usuarios.",,1
XM-DAC-46008-cfa008791,2,1,"Consolidar el sistema hidrometeorológico nacional mejorando la recolección, disponibilidad y análisis de datos hidrometeorológicos confiables y oportunos, con fines de pronóstico, investigación, y prevención y mitigación de riesgos ante eventos hidrometeorológicos extremos y adaptación al cambio climático.",,1
XM-DAC-46008-cfa008791,1,2,"El Proyecto de Optimización de la Red Hidrometeorológica Nacional busca garantizar la recolección y disponibilidad de datos hidrometeorológicos para la generación de información oportuna y confiable con fines de pronóstico, investigación y aplicación en materia de meteorología, hidrología y climatología en el territorio nacional. El fin último del Proyecto es apoyar la toma de decisiones de los sectores productivos del país y de los organismos del Estado encargados de la atención a la población ante la ocurrencia de fenómenos meteorológicos adversos. ",,1
XM-DAC-46008-cfa012442,2,1,"Contribuir al desarrollo e integración económica y social del municipio por medio de inversiones en infraestructura vial, mejorando la movilidad urbana sostenible.",,1
XM-DAC-46008-cfa012442,1,2,"""El Programa PROINFRA II corresponde a la 2ª etapa de implementación del Programa de Infraestructura de São Bernardo do Campo y fue desarrollado a partir del diagnóstico elaborado para el Plan de Movilidad Urbana Sostenible del Municipio, PlanMob SBC 2022,  en el cual se identificaron los problemas a resolver y/o mitigar< estableciendo prioridades que buscan aumentar la eficiencia y mejorar la calidad de los servicios, entre las que se destacan: (i) reducción de siniestros de tráfico (como consecuencia de la eliminación de puntos críticos e implementación de señalización vial adecuada)< (ii) reducción del tiempo de viaje (al eliminar cuellos de botella y consiguiente consumo de combustible, lo que repercute a su vez en la disminución de la producción de GEI)< (iii) mejora significativa en el servicio de transporte público (organización de flujos vehiculares y priorización del transporte colectivo, regularidad en el cumplimiento de los tiempos, racionalización de líneas, aumento en la velocidad media, aumento de la demanda, articulación e interconexión de los corredores).   El Programa se estructura sobre tres componentes: (i) obras de movilidad urbana, incluye las obras de corredores de transporte colectivo y viaductos< (ii) Gestión del Programa, incluyendo el apoyo técnico para la gerencia del Programa, supervisión de obras, auditoría externa y estudios y proyectos< y (iii) Otros gastos, que incluye la comisión de compromiso y los gastos de evaluación del Préstamo CAF.    """" """,,1
XM-DAC-46008-cfa012569,2,1,"El objetivo general del Programa es asistir financieramente al Presupuesto General del Estado para coordinar e implementar acciones de mitigación, preparación, respuesta, recuperación temprana, rehabilitación y reconstrucción< a realizarse por las instancias sectoriales y/o territoriales orientadas a reducir, atender y rehabilitar los daños a las personas y medios de vida como consecuencia de la presencia de fenómenos climáticos adversos.",,1
XM-DAC-46008-cfa012569,1,2,"La operación se estructura conforme a los ámbitos de la gestión de riesgos de desastres establecidos en el marco de la normativa nacional, que incluirán: (i) Mitigación< (ii) Preparación para la respuesta< (iii) Respuesta y Recuperación Temprana< y (iv) Rehabilitación.",,1
XM-DAC-46008-cfa011489,2,1,"El Programa de Infraestructura Vial para la Competitividad Regional (PROREGIóN), busca la provisión eficiente de infraestructura y servicios de transporte y logística en el eslabón zona de producción - centro de acopio, mejorando las condiciones de transitabilidad de personas y mercancías que se movilizan por las vías subnacionales que conectan los centros de producción en regiones con potencial exportador y en las zonas de frontera con los centros de acopio y los corredores logísticos nacionales. ",,1
XM-DAC-46008-cfa011489,1,2,"PROREGIóN 1 constituye la primera fase del Programa. Esta fase, objeto de esta solicitud de financiamiento, comprende el mejoramiento de 4.202,4 km y la conservación y operación de 4.947,7 km distribuidos en 18 corredores viales. Las intervenciones formuladas comprenden el mejoramiento a nivel de soluciones básicas y la conservación por niveles de servicio de los corredores viales priorizados. Además de las intervenciones sobre la red vial, el Programa contempla actividades complementarias de fortalecimiento de capacidades, elaboración de estudios definitivos en aquellos tramos cuyo tráfico exija soluciones técnicas más robustas, acciones de seguimiento y monitoreo de impactos y actividades asociadas a la gestión propia del Programa.",,1
